Restaurant_id,Name,Cuisine Style,Rating
R971,America Graffiti Diner Restaurant Milano San Siro,"['Italian', 'American', 'Fast Food', 'Barbecue', 'Diner', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",3.5
R972,La Tartina,"['Italian', 'Bar', 'European', 'Wine Bar', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R973,Ristorante Da Berti,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R974,Basara Milano Corso Italia,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly']",4.0
R975,Al Sale Grosso,"['Italian', 'Seafood', 'Mediterranean', 'European']",4.0
R976,Osteria di Porta Cicca,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R977,Cocotte Milano,"['Italian', 'French', 'Cafe', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R978,B-floor,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",3.5
R979,Moscow Mule Bar,['Bar'],4.5
R980,Bacicha,"['Steakhouse', 'Italian', 'Pizza', 'Mediterranean', 'Barbecue', 'European', 'Argentinean', 'South American']",4.0
R981,NaBi Natura Biologica,"['Cafe', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R982,Dinky,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R983,Belledonne Cafe,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R984,PISCO,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R985,Kitchen,"['Italian', 'Mediterranean', 'European', 'Healthy', 'Seafood', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R986,L’Ov Milano,"['Italian', 'American', 'Bar', 'European', 'Vegetarian Friendly']",4.0
R987,Pizzeria Cupido,"['Pizza', 'Vegetarian Friendly']",4.5
R988,Osteria Mare in Pasta,"['Italian', 'Seafood', 'Mediterranean']",4.0
R989,Malu Ristorante & Winebar,"['Italian', 'Seafood', 'Mediterranean', 'Wine Bar']",4.0
R990,212 Hamburger & Delicious,"['American', 'Bar', 'Fast Food', 'Pub']",4.0
R991,Zero Contemporary Food,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Contemporary']",4.0
R992,Volta Street,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R993,La Locanda Dell Amore,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R994,il Trullo,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R995,La Foglia,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R996,Ristorante Giannino,"['Italian', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R997,Salad Me Cafe',"['Italian', 'Cafe', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R998,La Cantina di Manuela,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly']",4.0
R999,Rangoli,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R1000,Donna Titina,"['Italian', 'Pizza', 'Mediterranean', 'Seafood', 'Grill', 'Vegetarian Friendly', 'Vegan Options']",3.5
